problem_id,content,option,answer,score,type,typetext,location,context_id,exercise_id,language
Pm_639654,在人本尺度城市形态的规划设计研究框架中，各个环节的顺序是什么样的？,"{'A': '效应评估—形态测度—规划设计响应', 'B': '规划设计响应—形态测度—效应评估', 'C': '形态测度—效应评估—规划设计响应', 'D': '效应评估—规划设计响应—形态测度'}","[""C""]",1.0,1,单选题,13.7,"[6273891, 6273897, 6273903, 6273906, 6273911, 6273913]",Ex_510790,Chinese
Pm_639655,以下关于量化案例借鉴方法的说法中，错误的是?,"{'A': '传统的定量预期借鉴方法主要对规划地区进行发展方向的初步判断，不涉及规划方案的具体生成', 'B': '量化案例借鉴方法以数据增强设计（DAD）在元胞自动机模型上的探讨为基础', 'C': '该方法中将案例地区量化后的指标抽象为空间模式，汇总成为城市基因库', 'D': '对于增量型和存量型的案例地区的分析应采取不同的方式'}","[""B""]",1.0,1,单选题,13.7,"[6273891, 6273897, 6273903, 6273906, 6273911, 6273913]",Ex_510790,Chinese
Pm_639656,以下关于数据自适应与自反馈式城市设计的说法中，错误的是?,"{'A': '这种城市设计研究所需的数据不仅包括网络获取的开放数据和大数据，还包括自定义的城市传感器数据', 'B': '在这种城市设计中，需要搭建在线平台，以便于对公众进行可视化的展示、意见反馈以及城市管理者的诊断评估', 'C': '这种城市设计中方案生成、空间干预、空间测度等过程始终不断循环，不存在终极规划设计完成后静止的状态', 'D': '对于未来可变性较强、可塑性较弱的城市空间，应以中长期的规划设计引导为主，强调规划设计的延续性'}","[""D""]",1.0,1,单选题,13.7,"[6273891, 6273897, 6273903, 6273906, 6273911, 6273913]",Ex_510790,Chinese
Pm_639658,以下关于大模型的说法，错误的是？,"{'A': '大模型能够兼顾大尺度的模拟/分析范围和精细的模拟/分析粒度', 'B': '大数据和大规模的开放数据为大模型的实际应用提供了条件', 'C': '大模型只能应用于多个城市的城市间（inter-city）研究', 'D': '模型方法的引入可以缩小大城市和中小城市在被研究方面的鸿沟'}","[""C""]",1.0,1,单选题,14.5,"[6273932, 6273938, 6273943, 6273948]",Ex_510799,Chinese
Pm_639659,以下哪个是中国城市化目前存在的问题？,"{'A': '仍在继续的空间扩张与过度呼吁存量规划的矛盾', 'B': '作为行政地域的城市与作为实体地域的城市的矛盾', 'C': '中高强度建筑开发与低密度人类活动的矛盾', 'D': '局部人口收缩与泛在规划人口膨胀的矛盾', 'E': '以上皆有'}","[""E""]",1.0,1,单选题,14.5,"[6273932, 6273938, 6273943, 6273948]",Ex_510799,Chinese
Pm_639660,以下关于我国城市空间扩张和存量规划的说法，错误的是？,"{'A': '在过去十余年间，大城市的存量开发比例明显比中小城市高', 'B': '城市未来的存量开发不应当一刀切成为大部分城市开发的主体形式，更适合在主要的巨型城市区域提倡', 'C': '在典型一线城市中心城区的存量开发行为背后也发育了类似西方城市内部的较大规模的绅士化现象', 'D': '在许多城市都发现了游离于城乡规划制度以外，以小产权房、集体产业用地等形式存在的非正式开发'}","[""A""]",1.0,1,单选题,14.5,"[6273932, 6273938, 6273943, 6273948]",Ex_510799,Chinese
Pm_639661,以下哪种情况可能导致城市人口的局部收缩？,"{'A': '资源型城市随着工业化进程出现资源衰竭', 'B': '传统工业城市工业衰落', 'C': '欠发达地区人口迁移', 'D': '行政区划的不恰当调整', 'E': '以上皆有'}","[""E""]",1.0,1,单选题,14.5,"[6273932, 6273938, 6273943, 6273948]",Ex_510799,Chinese
Pm_639662,以下关于中国目前城市化面临的问题的说法，哪一项是错误的？,"{'A': '空间扩张是我国城市开发的主要形式，中国城市的存量开发在历史上并不是主流', 'B': '我国收缩城市的数量大、分布广，但总体收缩程度较低', 'C': '我国新城人类活动强度低于成熟建成区的现象在中小城市更加明显', 'D': '长期以来，我国对于“城市”的界定一直存在着行政地域和实体地域的“二元性”割裂'}","[""C""]",1.0,1,单选题,14.5,"[6273932, 6273938, 6273943, 6273948]",Ex_510799,Chinese
Pm_683829,The ONLY thing we are interested in when designing programs is that it returns the correct answer.,"{'A': 'True', 'B': 'False'}","[""B""]",1.0,1,单选题,7.5,"[4692685, 4692686, 4692688, 4692690, 4692691, 4692692, 4692695, 4692696, 4692697, 4692698, 4692699, 4692700, 4692701]",Ex_548910,English
Pm_683830,"Roughly speaking, under the RAM model of computation, adding two numbers takes the same amount of time as dividing them.","{'A': 'True', 'B': 'False'}","[""A""]",1.0,1,单选题,7.5,"[4692685, 4692686, 4692688, 4692690, 4692691, 4692692, 4692695, 4692696, 4692697, 4692698, 4692699, 4692700, 4692701]",Ex_548910,English
Pm_683831,"When determining asymptotic complexity, we discard all terms except for the one with the largest growth rate.","{'A': 'True', 'B': 'False'}","[""A""]",1.0,1,单选题,7.5,"[4692685, 4692686, 4692688, 4692690, 4692691, 4692692, 4692695, 4692696, 4692697, 4692698, 4692699, 4692700, 4692701]",Ex_548910,English
Pm_683832,Bisection search is an example of linear time complexity,"{'A': 'True', 'B': 'False'}","[""B""]",1.0,1,单选题,7.5,"[4692685, 4692686, 4692688, 4692690, 4692691, 4692692, 4692695, 4692696, 4692697, 4692698, 4692699, 4692700, 4692701]",Ex_548910,English
Pm_683833,"For large values of n, an algorithm that takes 20000n^2 steps has better time complexity (takes less time) than one that takes 0.001n^5 steps","{'A': 'True', 'B': 'False'}","[""A""]",1.0,1,单选题,7.5,"[4692685, 4692686, 4692688, 4692690, 4692691, 4692692, 4692695, 4692696, 4692697, 4692698, 4692699, 4692700, 4692701]",Ex_548910,English
Pm_683834,"Indirection, as talked about in lecture, means you have to traverse the list more than once.","{'A': 'True', 'B': 'False'}","[""B""]",1.0,1,单选题,7.5,"[4692685, 4692686, 4692688, 4692690, 4692691, 4692692, 4692695, 4692696, 4692697, 4692698, 4692699, 4692700, 4692701]",Ex_548910,English
Pm_683835,The complexity of binary search on a sorted list of  n         items is $O(log n)$.,"{'A': 'True', 'B': 'False'}","[""A""]",1.0,1,单选题,7.5,"[4692685, 4692686, 4692688, 4692690, 4692691, 4692692, 4692695, 4692696, 4692697, 4692698, 4692699, 4692700, 4692701]",Ex_548910,English
Pm_683836,The worst case time complexity for selection sort is $O(n^2)$.,"{'A': 'True', 'B': 'False'}","[""A""]",1.0,1,单选题,7.5,"[4692685, 4692686, 4692688, 4692690, 4692691, 4692692, 4692695, 4692696, 4692697, 4692698, 4692699, 4692700, 4692701]",Ex_548910,English
Pm_683837,The base case for the recursive version of merge sort from lecture is checking ONLY for the list being empty.,"{'A': 'True', 'B': 'False'}","[""B""]",1.0,1,单选题,7.5,"[4692685, 4692686, 4692688, 4692690, 4692691, 4692692, 4692695, 4692696, 4692697, 4692698, 4692699, 4692700, 4692701]",Ex_548910,English
Pm_683838,An ideal hash function maps all the input keys to the same output.,"{'A': 'True', 'B': 'False'}","[""B""]",1.0,1,单选题,7.5,"[4692685, 4692686, 4692688, 4692690, 4692691, 4692692, 4692695, 4692696, 4692697, 4692698, 4692699, 4692700, 4692701]",Ex_548910,English
Pm_688007,1）您对这门课感兴趣的程度？,"{'A': '一般感兴趣', 'B': '比较感兴趣', 'C': '非常感兴趣'}","[""C""]",1.0,1,单选题,1.2,"[4677562, 4677563, 4677565, 4677566]",Ex_551897,Chinese
Pm_688008,2）您感觉是否具备这门课的预备知识？,"{'A': '不太具备', 'B': '具备一些', 'C': '比较具备'}","[""C""]",1.0,1,单选题,1.2,"[4677562, 4677563, 4677565, 4677566]",Ex_551897,Chinese
Pm_688009,3）您是否有信心学习好这门课？,"{'A': '有一些信心', 'B': '比较有信心', 'C': '非常有信心'}","[""C""]",1.0,1,单选题,1.2,"[4677562, 4677563, 4677565, 4677566]",Ex_551897,Chinese
Pm_688015,"For the following problems, decide whether it would be better to perform supervised or unsupervised learning given the data.100,000 emails are read and marked as spam or not spam, depending on some metrics measured on their content(keywords, length, etc). We want to determine what a new email will be marked as.","{'A': 'Supervised', 'B': 'Unsupervised'}","[""A""]",1.0,1,单选题,8.3,"[4677698, 4677701, 4677704]",Ex_552029,English
Pm_688016,A junkyard has 500 objects with 2 and 4 wheels. We want to separate the objects into 4 different groups.,"{'A': 'Supervised', 'B': 'Unsupervised'}","[""B""]",1.0,1,单选题,8.3,"[4677698, 4677701, 4677704]",Ex_552029,English
Pm_688017,"A group of 1000 students are asked for a sample of their handwriting. Researchers make pairs of (handwritten text, typed text). Given a new handwriting sample from a new student, we want to determine what the typed version of the handwriting sample would be.","{'A': 'Supervised', 'B': 'Unsupervised'}","[""A""]",1.0,1,单选题,8.3,"[4677698, 4677701, 4677704]",Ex_552029,English
Pm_688018,"Given a set of t-shirts, we want to organize them in 3 different piles.","{'A': 'Supervised', 'B': 'Unsupervised'}","[""B""]",1.0,1,单选题,8.3,"[4677698, 4677701, 4677704]",Ex_552029,English
Pm_688019,"Given a greenhouse full of plants, we want to organize them so that they can be given away to novice, intermediate, and expert plant handlers.","{'A': 'Supervised', 'B': 'Unsupervised'}","[""B""]",1.0,1,单选题,8.3,"[4677698, 4677701, 4677704]",Ex_552029,English
Pm_688020,"Given a set of colored points on an x-y axis, we want to place a new point on the plot, knowing its color.","{'A': 'Supervised', 'B': 'Unsupervised'}","[""A""]",1.0,1,单选题,8.3,"[4677698, 4677701, 4677704]",Ex_552029,English
Pm_688021,"A school documents the age, grade, score on a math standardized test, and score on a writing standardized test for every student. A new student comes to the school and we want to decide what grade they should be placed in.","{'A': 'Supervised', 'B': 'Unsupervised'}","[""A""]",1.0,1,单选题,8.3,"[4677698, 4677701, 4677704]",Ex_552029,English
Pm_688022,"For the following question, check the boxes that correspond to the rules that we may be able to learn. Consider the following set of 6 emails, which classify the email as spam or not. Which of the following rules might we learn? Check all that apply.","{'A': 'Emails containing both flagged words ""cash"" and ""free"" are marked ""spam"".', 'B': 'Emails without the flagged word ""free"" are marked ""not spam"".', 'C': 'Emails with an even number of words are marked ""spam"".', 'D': 'Emails with less than 31 words are marked ""spam"".', 'E': 'Emails containing at least one flagged word in all capital letters are marked ""spam"".'}","[""A"", ""E""]",2.0,2,多选题,8.3,"[4677698, 4677701, 4677704]",Ex_552029,English
Pm_688023,"Assume you have the following set: [-6, -6, -4, -4, 2, 2, 2]. Consider the following two clusters: C1 = [2, 2, -6, -6] and C2 = [-4, -4, 2]. 1. What is the variance of C1?2. What is the variance of C2?3. What is the badness of the set of clusters C1 and C2?4. Now consider the following two clusters: C1 = [2, 2, 2] and C2 = [-6, -6, -4, -4]. What is the variance of C1?5. What is the variance of C2?6. What is the badness of the set of clusters C1 and C2?7. Are there other cluster options for this data that would lead to a smaller badness value? Do not consider the case of each data point being a separate cluster.","{'A': 'Yes', 'B': 'No'}","[""A""]",1.0,1,单选题,8.3,"[4677698, 4677701, 4677704]",Ex_552029,English
Pm_688024,"The company Internet Movies, Inc. has found wide success in their streaming movie business. After many long and successful years of delivering content, they have decided to use machine learning to make their business even more successful. Luckily, they already possess a huge dataset that has grown over years and years of user activity – but they need your help to make sense of it! Answer the following questions1. Let’s start with a simple case. Assume user Alice is a particularly good member and she makes sure to rate every movie she ever watches on the website. What machine learning approach would be better for the company to use for determining whether she would be interested in a new specific movie?","{'A': 'Supervised', 'B': 'Unsupervised'}","[""A""]",1.0,1,单选题,8.3,"[4677698, 4677701, 4677704]",Ex_552029,English
Pm_688025,"Bob, on the other hand, is not that much into ratings. He does watch a lot of movies, but never takes the time to rate them. For users like Bob, which of the following data can the company use to determine potential interest in a specific movie? Check all that apply.","{'A': 'Metadata of movies: actors, director, genre, etc.', 'B': 'Length of the movie', 'C': 'Popularity of the movie amongst other users', 'D': 'User login patterns'}","[""A"", ""C""]",2.0,2,多选题,8.3,"[4677698, 4677701, 4677704]",Ex_552029,English
Pm_688026,What machine learning approach should the company use for cases like Bob?,"{'A': 'Supervised', 'B': 'Unsupervised'}","[""B""]",1.0,1,单选题,8.3,"[4677698, 4677701, 4677704]",Ex_552029,English
Pm_688027,"Now that the company has some idea about how to use the data, it’s time to design a classifier. Our classifier will be very simple: given a movie and a user, it will classify the movie as either ""Good"" or ""Bad"" for this user. 4. Assume all the users of the company have a very simple rule in their movie taste: they like it if Tom Cruise has the lead role. Any other data is mostly irrelevant. However, no one in the company knows about this fact. Which of the following clustering models might be able to detect this rule? Check all that apply.","{'A': 'Supervised (label: rating), with data: Director, language, genre', 'B': 'Supervised (label: rating), with data: Movie length, lead role, director', 'C': 'Unsupervised, with data: Lead role, movie length, rating', 'D': 'Unsupervised, with data: Lead role, genre, director', 'E': 'Unsupervised, with data: Number of ratings, lead role'}","[""B"", ""C""]",2.0,2,多选题,8.3,"[4677698, 4677701, 4677704]",Ex_552029,English
Pm_688028,"Looking at the options they’re given, the board members choose to go with a supervised model with lead role as data.  You become outraged. ""How can you not include movie length? It’s incredibly important! Who watches a 3 hour long movie --"" Your fellow data scientist interrupts you. ""Yeah, I agree, but look at these initial results. You see, if we remove movie length, ..."" What can your colleague (correctly) say to convince you? Check all that apply.","{'A': '""we can reduce inter-cluster dissimilarity.""', 'B': '""we can reduce intra-cluster dissimilarity.""', 'C': '""the model starts to work. It doesn’t work otherwise.""', 'D': '""we can consume less memory, and the results look almost the same.""'}","[""B"", ""D""]",2.0,2,多选题,8.3,"[4677698, 4677701, 4677704]",Ex_552029,English
Pm_688029,Consider the following dendogram. What is the most likely linkage criteria for this dendrogram?,"{'A': 'Alphabetical order on the first letter of each word', 'B': 'Alphabetical order going backward starting from the last letter of each word', 'C': 'Length of the words'}","[""C""]",1.0,1,单选题,8.3,"[4677698, 4677701, 4677704]",Ex_552029,English
Pm_688030,"If we cut our clusters off at the dotted line above, how many clusters will we have?","{'A': '1', 'B': '2', 'C': '3', 'D': '4'}","[""D""]",1.0,1,单选题,8.3,"[4677698, 4677701, 4677704]",Ex_552029,English
Pm_688031,"If we cut our clusters off at the dotted line above, how many elements (words) are in the largest cluster and the smallest cluster?","{'A': 'largest: 3, smallest: 1', 'B': 'largest: 4, smallest: 1', 'C': 'largest: 4, smallest: 3', 'D': 'largest: 4, smallest: 4'}","[""B""]",1.0,1,单选题,8.3,"[4677698, 4677701, 4677704]",Ex_552029,English
Pm_688032,"Play around with your code on the cityTemps.txt data. Try clustering into a different number of clusters, using different linkage criteria, and with or without scaling the data. Answer the following questions:When clustering without scaling and with the total number of clusters 10, which cities are always clustered by themselves?","{'A': 'Honolulu and Fairbanks', 'B': 'Anchorage and Olympia', 'C': 'LasVegas and SanFrancisco', 'D': 'Duluth and Miami'}","[""A""]",1.0,1,单选题,8.5,"[4677698, 4677701, 4677704]",Ex_552030,English
Pm_688033,"When clustering the data into 5 clusters using single linkage criteria, which city is in a cluster by itself when using scaling but is not in a cluster by itself when not using scaling?","{'A': 'LosAngeles', 'B': 'Anchorage', 'C': 'SanFrancisco', 'D': 'SanDiego'}","[""C""]",1.0,1,单选题,8.5,"[4677698, 4677701, 4677704]",Ex_552030,English
Pm_688034,"In this example, scaling reduces the relative importance of days of precipitation.","{'A': 'True', 'B': 'False'}","[""A""]",1.0,1,单选题,8.5,"[4677698, 4677701, 4677704]",Ex_552030,English
Pm_691619,特权指令是指_____。,"{'A': '.机器指令；', 'B': '.其执行可能有损系统的安全性；', 'C': '.控制指令；', 'D': '.系统管理员可用的指令；'}","[""B""]",1.0,1,单选题,1.12,"[6286236, 6286237, 6286238, 6286239, 6286240, 6286241, 6286242, 6286243, 6286244, 6286245, 6286246]",Ex_555499,Chinese
Pm_691620,计算机系统中判断是否有中断事件发生应该在_____。,"{'A': '.进程切换时；', 'B': '.执行完一条指令后；', 'C': '.执行P操作后；', 'D': '.由用户态转入核心态时；'}","[""B""]",1.0,1,单选题,1.12,"[6286236, 6286237, 6286238, 6286239, 6286240, 6286241, 6286242, 6286243, 6286244, 6286245, 6286246]",Ex_555499,Chinese
Pm_691621,操作系统是对______进行管理的软件。,"{'A': '.软件；', 'B': '.硬件；', 'C': '.计算机资源；', 'D': '.应用程序；'}","[""C""]",1.0,1,单选题,1.12,"[6286236, 6286237, 6286238, 6286239, 6286240, 6286241, 6286242, 6286243, 6286244, 6286245, 6286246]",Ex_555499,Chinese
Pm_691622,配置了操作系统的机器是一台比原来的物理机器功能更强的计算机，这样的计算机只是一台逻辑上的计算机，称为_______计算机。,"{'A': '.并行；', 'B': '.真实；', 'C': '.虚拟；', 'D': '.共享；'}","[""C""]",1.0,1,单选题,1.12,"[6286236, 6286237, 6286238, 6286239, 6286240, 6286241, 6286242, 6286243, 6286244, 6286245, 6286246]",Ex_555499,Chinese
Pm_691623,_____不是一个操作系统环境。,"{'A': '.Celeron；', 'B': '.Windows CE；', 'C': '.Linux；', 'D': '.Solaris；'}","[""A""]",1.0,1,单选题,1.12,"[6286236, 6286237, 6286238, 6286239, 6286240, 6286241, 6286242, 6286243, 6286244, 6286245, 6286246]",Ex_555499,Chinese
Pm_691624,_____该操作系统的系统响应时间的重要性超过协同资源的利用率，它被广泛地应用于卫星控制、导弹发射、工业控制、飞机订票业务灯领域。,"{'A': '.分时操作系统；', 'B': '.实时操作系统；', 'C': '.批处理操作系统；', 'D': '.多用户操作系统；'}","[""B""]",1.0,1,单选题,1.12,"[6286236, 6286237, 6286238, 6286239, 6286240, 6286241, 6286242, 6286243, 6286244, 6286245, 6286246]",Ex_555499,Chinese
Pm_691625,允许在一台主机上同时连接多个终端，各个用户可以通过各自的终端交互使用计算机，这样的操作系统是______。,"{'A': '.批处理操作系统：', 'B': '.网络操作系统；', 'C': '.分时操作系统；', 'D': '.分布式操作系统；'}","[""C""]",1.0,1,单选题,1.12,"[6286236, 6286237, 6286238, 6286239, 6286240, 6286241, 6286242, 6286243, 6286244, 6286245, 6286246]",Ex_555499,Chinese
Pm_691626,如果分时系统的时间片一定，那么_____，则响应时间越长。,"{'A': '.内存越少；', 'B': '.内存越多；', 'C': '.用户数越少；', 'D': '.用户数越多；'}","[""D""]",1.0,1,单选题,1.12,"[6286236, 6286237, 6286238, 6286239, 6286240, 6286241, 6286242, 6286243, 6286244, 6286245, 6286246]",Ex_555499,Chinese
Pm_691627,系统调用是______。,"{'A': '.用户编写的一个子程序；', 'B': '.高级语言中的库程序；', 'C': '.操作系统中的一条命令；', 'D': '.操作系统向用户程序提供的接口；'}","[""D""]",1.0,1,单选题,1.12,"[6286236, 6286237, 6286238, 6286239, 6286240, 6286241, 6286242, 6286243, 6286244, 6286245, 6286246]",Ex_555499,Chinese
Pm_691628,实时操作系统必须在____内处理来自外部的事件。,"{'A': '.响应时间；', 'B': '.周转时间；', 'C': '.规定时间；', 'D': '.调度时间；'}","[""C""]",1.0,1,单选题,1.12,"[6286236, 6286237, 6286238, 6286239, 6286240, 6286241, 6286242, 6286243, 6286244, 6286245, 6286246]",Ex_555499,Chinese
Pm_691629,实时系统_________。,"{'A': '.是依赖人为干预的监督和控制系统；', 'B': '.必须既要及时响应、快速处理，又要有高可靠性和安全性；', 'C': '.强调系统资源的利用率；', 'D': '.实质上是批处理系统和分时系统的结合；'}","[""B""]",1.0,1,单选题,1.12,"[6286236, 6286237, 6286238, 6286239, 6286240, 6286241, 6286242, 6286243, 6286244, 6286245, 6286246]",Ex_555499,Chinese
Pm_691630,用户程序的输入和输出操作实际上由______完成。,"{'A': '.程序设计语言；', 'B': '.编译系统；', 'C': '.操作系统；', 'D': '.标准库程序；'}","[""C""]",1.0,1,单选题,1.12,"[6286236, 6286237, 6286238, 6286239, 6286240, 6286241, 6286242, 6286243, 6286244, 6286245, 6286246]",Ex_555499,Chinese
Pm_691631,在操作系统中，并发性是指________。,"{'A': '.若干个时间在不同时刻发生;', 'B': '.若干个事件在同一时刻发生；', 'C': '.若干个事件在同一时间间隔内发生；', 'D': '.若干个时间在不同的时间间隔内发生；'}","[""C""]",1.0,1,单选题,1.12,"[6286236, 6286237, 6286238, 6286239, 6286240, 6286241, 6286242, 6286243, 6286244, 6286245, 6286246]",Ex_555499,Chinese
Pm_691632,若把操作系统看成计算机系统资源的管理者，下面的_____不属于操作系统所管理的资源。,"{'A': '.程序；', 'B': '.主存；', 'C': '.CPU；', 'D': '.中断；'}","[""D""]",1.0,1,单选题,1.12,"[6286236, 6286237, 6286238, 6286239, 6286240, 6286241, 6286242, 6286243, 6286244, 6286245, 6286246]",Ex_555499,Chinese
Pm_691633,多道程序设计是指______。,"{'A': '.在实时系统中并发运行多个程序；', 'B': '.在分布系统中同一时刻运行多个程序；', 'C': '.在一台处理机上同一时刻运行多个程序；', 'D': '.在一台处理机上并发运行多个程序；'}","[""D""]",1.0,1,单选题,1.12,"[6286236, 6286237, 6286238, 6286239, 6286240, 6286241, 6286242, 6286243, 6286244, 6286245, 6286246]",Ex_555499,Chinese
Pm_691634,提高处理器资源利用率的关键技术是_____。,"{'A': '.SPOOLing技术；', 'B': '.虚拟技术；', 'C': '.交换技术；', 'D': '.多道程序设计技术；'}","[""D""]",1.0,1,单选题,1.12,"[6286236, 6286237, 6286238, 6286239, 6286240, 6286241, 6286242, 6286243, 6286244, 6286245, 6286246]",Ex_555499,Chinese
Pm_691635,操作系统中采用多道程序设计提高CPU和外部设备的_____。,"{'A': '.利用率；', 'B': '.可靠性；', 'C': '.稳定性；', 'D': '.兼容性；'}","[""A""]",1.0,1,单选题,1.12,"[6286236, 6286237, 6286238, 6286239, 6286240, 6286241, 6286242, 6286243, 6286244, 6286245, 6286246]",Ex_555499,Chinese
Pm_691637,引入多道程序设计技术的前提条件之一是系统具有______。A．多个CPU；   B.多个终端   C.中断功能   D.分时功能,"{'A': '.多个CPU；', 'B': '.多个终端；', 'C': '.中断功能；', 'D': '.分时功能；'}","[""C""]",1.0,1,单选题,1.12,"[6286236, 6286237, 6286238, 6286239, 6286240, 6286241, 6286242, 6286243, 6286244, 6286245, 6286246]",Ex_555499,Chinese
Pm_691638,当计算机提供了管态和目态时，_____必须在管态下执行。,"{'A': '.从内存取数的指令；', 'B': '.把运算结果送入内存的指令；', 'C': '.算术运算指令；', 'D': '.输入/输出指令 ；'}","[""D""]",1.0,1,单选题,1.12,"[6286236, 6286237, 6286238, 6286239, 6286240, 6286241, 6286242, 6286243, 6286244, 6286245, 6286246]",Ex_555499,Chinese
Pm_691639,当CPU执行操作系统内核代码时，称处理机处于______。,"{'A': '.自由态；', 'B': '.目态；', 'C': '.管态；', 'D': '.就绪态；'}","[""C""]",1.0,1,单选题,1.12,"[6286236, 6286237, 6286238, 6286239, 6286240, 6286241, 6286242, 6286243, 6286244, 6286245, 6286246]",Ex_555499,Chinese
Pm_691640,下列进程状态变化中，______变化是不可能发生的。,"{'A': '. 运行—>就绪', 'B': '. 运行—>等待', 'C': '. 等待—>运行', 'D': '. 等待—>就绪'}","[""C""]",1.0,1,单选题,2.18,"[6286248, 6286249, 6286252, 6286253, 6286254, 6286255, 6286256, 6286257, 6286258, 1357997, 1357998, 6286261, 6286262, 6286263, 6286264]",Ex_555517,Chinese
Pm_691641,当_____时，进程从运行状态变为就绪状态。,"{'A': '. 进程被调度程序选中', 'B': '. 时间片到', 'C': '. 等待某一事件', 'D': '. 等待的事件发生'}","[""B""]",1.0,1,单选题,2.18,"[6286248, 6286249, 6286252, 6286253, 6286254, 6286255, 6286256, 6286257, 6286258, 1357997, 1357998, 6286261, 6286262, 6286263, 6286264]",Ex_555517,Chinese
Pm_691642,进程管理中，当_____，进程从阻塞态变成就绪态。,"{'A': '.进程被进程调度程序选中', 'B': '.等待一个事件', 'C': '.等待的事件发生', 'D': '.时间片用完'}","[""C""]",1.0,1,单选题,2.18,"[6286248, 6286249, 6286252, 6286253, 6286254, 6286255, 6286256, 6286257, 6286258, 1357997, 1357998, 6286261, 6286262, 6286263, 6286264]",Ex_555517,Chinese
Pm_691643,下面对进程的描述中，错误的是____。,"{'A': '. 进程是动态的概念', 'B': '. 进程执行需要处理机', 'C': '. 进程是有生命周期的', 'D': '. 进程是指令的集合'}","[""D""]",1.0,1,单选题,2.18,"[6286248, 6286249, 6286252, 6286253, 6286254, 6286255, 6286256, 6286257, 6286258, 1357997, 1357998, 6286261, 6286262, 6286263, 6286264]",Ex_555517,Chinese
Pm_691644,下面所述步骤中，_____不是创建进程所必需的。,"{'A': '. 由调度程序为进程分配CPU', 'B': '. 建立一个进程控制块', 'C': '. 为进程分配内存', 'D': '. 将进程控制块链入就绪队列'}","[""A""]",1.0,1,单选题,2.18,"[6286248, 6286249, 6286252, 6286253, 6286254, 6286255, 6286256, 6286257, 6286258, 1357997, 1357998, 6286261, 6286262, 6286263, 6286264]",Ex_555517,Chinese
Pm_691645,多道程序环境下，操作系统分配资源以____为基本单位。,"{'A': '. 程序', 'B': '. 指令', 'C': '. 进程', 'D': '. 线程'}","[""C""]",1.0,1,单选题,2.18,"[6286248, 6286249, 6286252, 6286253, 6286254, 6286255, 6286256, 6286257, 6286258, 1357997, 1357998, 6286261, 6286262, 6286263, 6286264]",Ex_555517,Chinese
Pm_691646,下述哪一个选项体现了原语的主要特点_______。,"{'A': '. 并发性', 'B': '. 异步性', 'C': '. 共享性', 'D': '. 不可分割性'}","[""D""]",1.0,1,单选题,2.18,"[6286248, 6286249, 6286252, 6286253, 6286254, 6286255, 6286256, 6286257, 6286258, 1357997, 1357998, 6286261, 6286262, 6286263, 6286264]",Ex_555517,Chinese
Pm_691647,关于内核级线程，以下描述不正确的是_______。,"{'A': '. 内核可以将处理器调度直接分配给某个内核级线程', 'B': '. 控制权从一个线程传送到另一个线程时不需要用户态-内核态-用户态的模式切换', 'C': '. 可以将一个进程的多个线程分派到多个处理器，能够发挥多处理器并行工作的优势', 'D': '. 建立和维护线程的数据结构及保存每个线程的入口'}","[""B""]",1.0,1,单选题,2.18,"[6286248, 6286249, 6286252, 6286253, 6286254, 6286255, 6286256, 6286257, 6286258, 1357997, 1357998, 6286261, 6286262, 6286263, 6286264]",Ex_555517,Chinese
Pm_691648,一个进程被唤醒意味着____。,"{'A': '. 该进程重新占有了CPU', 'B': '. 它的优先权变为最大', 'C': '. 其PCB移至等待队列队首', 'D': '. 进程变为就绪状态'}","[""D""]",1.0,1,单选题,2.18,"[6286248, 6286249, 6286252, 6286253, 6286254, 6286255, 6286256, 6286257, 6286258, 1357997, 1357998, 6286261, 6286262, 6286263, 6286264]",Ex_555517,Chinese
Pm_691649,在引入线程的操作系统中，资源分配的基本单位是____。,"{'A': '. 程序', 'B': '. 作业', 'C': '. 进程', 'D': '. 线程'}","[""C""]",1.0,1,单选题,2.18,"[6286248, 6286249, 6286252, 6286253, 6286254, 6286255, 6286256, 6286257, 6286258, 1357997, 1357998, 6286261, 6286262, 6286263, 6286264]",Ex_555517,Chinese
Pm_691650,在下述关于父进程和子进程的叙述中，正确的是_____。,"{'A': '.父进程创建了子进程，因此父进程执行完了，子进程才能运行', 'B': '.父进程和子进程可以并发执行', 'C': '.撤销子进程时，应该同时撤销父进程', 'D': '.撤销父进程时，应该同时撤销子进程'}","[""B""]",1.0,1,单选题,2.18,"[6286248, 6286249, 6286252, 6286253, 6286254, 6286255, 6286256, 6286257, 6286258, 1357997, 1357998, 6286261, 6286262, 6286263, 6286264]",Ex_555517,Chinese
Pm_691651,对进程的管理和控制使用_______。,"{'A': '.指令', 'B': '.原语', 'C': '.信号量', 'D': '.信箱通信'}","[""B""]",1.0,1,单选题,2.18,"[6286248, 6286249, 6286252, 6286253, 6286254, 6286255, 6286256, 6286257, 6286258, 1357997, 1357998, 6286261, 6286262, 6286263, 6286264]",Ex_555517,Chinese
Pm_691652,所谓“可重入”程序是指______。,"{'A': '.在执行过程中其代码自身会发生变化的程序', 'B': '.无限循环程序', 'C': '.不能够被多个程序同时调用的程序', 'D': '.能够被多个进程共享的程序'}","[""D""]",1.0,1,单选题,2.18,"[6286248, 6286249, 6286252, 6286253, 6286254, 6286255, 6286256, 6286257, 6286258, 1357997, 1357998, 6286261, 6286262, 6286263, 6286264]",Ex_555517,Chinese
