log_id,problem_id,user_id,is_correct,attempts,score,submit_time
414081_146632,Pm_146632,U_414081,1,1,1.0,2020-07-14 15:47:16
414081_146633,Pm_146633,U_414081,1,1,2.0,2020-07-14 15:47:30
414081_146634,Pm_146634,U_414081,0,1,0.0,2020-07-14 15:48:28
414081_146635,Pm_146635,U_414081,1,1,2.0,2020-07-14 15:48:59
414081_146636,Pm_146636,U_414081,1,1,1.0,2020-07-14 15:49:05
414081_146637,Pm_146637,U_414081,0,1,0.0,2020-07-14 15:49:20
414081_146638,Pm_146638,U_414081,0,1,0.0,2020-07-14 15:49:36
414081_146639,Pm_146639,U_414081,0,1,0.0,2020-07-14 15:49:56
5220302_102052,Pm_102052,U_5220302,0,1,0.0,2020-05-15 19:40:43
5220302_102053,Pm_102053,U_5220302,1,1,1.0,2020-05-23 23:38:19
5220302_102054,Pm_102054,U_5220302,0,1,0.0,2020-05-23 23:38:56
5220302_102055,Pm_102055,U_5220302,0,1,0.0,2020-05-23 23:39:18
5220302_102056,Pm_102056,U_5220302,1,1,1.0,2020-05-23 23:41:11
5220302_102057,Pm_102057,U_5220302,0,1,0.0,2020-05-23 23:41:27
5220302_102059,Pm_102059,U_5220302,1,1,1.0,2020-07-13 22:46:33
5220302_102060,Pm_102060,U_5220302,0,1,0.0,2020-07-13 22:46:38
5220302_102061,Pm_102061,U_5220302,0,1,0.0,2020-07-13 22:46:43
5220302_102062,Pm_102062,U_5220302,0,1,0.0,2020-07-13 22:46:57
5220302_102063,Pm_102063,U_5220302,0,1,0.0,2020-07-13 22:47:22
5220302_102064,Pm_102064,U_5220302,0,1,0.0,2020-08-12 18:20:49
5220302_102065,Pm_102065,U_5220302,0,1,0.0,2020-08-12 18:24:28
5220302_102066,Pm_102066,U_5220302,1,1,1.0,2020-08-12 18:25:58
5220302_102067,Pm_102067,U_5220302,1,1,1.0,2020-08-12 18:27:04
5220302_102068,Pm_102068,U_5220302,0,1,0.0,2020-08-12 19:54:44
5220302_102069,Pm_102069,U_5220302,1,1,1.0,2020-08-12 19:56:35
5220302_102070,Pm_102070,U_5220302,1,1,1.0,2020-08-12 20:01:11
5220302_102071,Pm_102071,U_5220302,0,1,0.0,2020-08-12 20:01:28
5220302_1248810,Pm_1248810,U_5220302,0,1,0.0,2020-08-12 20:29:41
5220302_1248811,Pm_1248811,U_5220302,1,1,1.0,2020-08-12 20:49:48
5220302_1248812,Pm_1248812,U_5220302,0,1,0.0,2020-08-12 20:49:58
5220302_1248813,Pm_1248813,U_5220302,1,1,1.0,2020-08-12 20:50:29
5220302_1248814,Pm_1248814,U_5220302,0,1,0.0,2020-08-12 22:37:11
5220302_1248815,Pm_1248815,U_5220302,0,1,0.0,2020-08-12 22:47:15
5220302_1248816,Pm_1248816,U_5220302,0,1,0.0,2020-08-12 22:55:44
5220302_1248817,Pm_1248817,U_5220302,0,1,0.0,2020-08-12 22:57:41
5220302_1249294,Pm_1249294,U_5220302,0,1,0.0,2020-08-15 23:37:10
5220302_1249295,Pm_1249295,U_5220302,0,1,0.0,2020-08-15 23:37:34
5220302_1249296,Pm_1249296,U_5220302,0,1,0.0,2020-08-16 00:37:31
5220302_1249297,Pm_1249297,U_5220302,1,1,1.0,2020-08-16 00:38:14
5220302_695203,Pm_695203,U_5220302,1,1,1.0,2020-08-12 17:23:50
5220302_695204,Pm_695204,U_5220302,1,1,1.0,2020-08-12 17:23:45
6646564_189414,Pm_189414,U_6646564,0,1,,2020-09-27 09:37:40
6646564_189415,Pm_189415,U_6646564,1,1,,2020-09-27 09:38:29
6646564_189416,Pm_189416,U_6646564,1,1,,2020-09-27 09:38:59
6646564_189417,Pm_189417,U_6646564,1,1,,2020-09-27 09:39:53
