c1,c2,ground_truth,text_predict,graph_predict
K_外部资源_计算机科学与技术,K_远程系统_计算机科学与技术,1,"[0.24688667058944702, 0.7531133890151978]","[0.01959562860429287, 0.9804043173789978]"
K_协议数据单元_计算机科学与技术,K_广播网络_计算机科学与技术,1,"[0.04847840964794159, 0.951521635055542]","[0.08955344557762146, 0.9104465842247009]"
K_分区表_计算机科学与技术,K_批处理系统_计算机科学与技术,1,"[0.004404796287417412, 0.9955952167510986]","[0.0007234774529933929, 0.9992765188217163]"
K_批处理系统_计算机科学与技术,K_实时系统_计算机科学与技术,1,"[0.1332288384437561, 0.8667712211608887]","[0.13525721430778503, 0.8647428154945374]"
K_中断机制_计算机科学与技术,K_中断服务程序_计算机科学与技术,1,"[0.012202942743897438, 0.9877970814704895]","[0.003886082675307989, 0.9961138963699341]"
K_广播网络_计算机科学与技术,K_域名系统_计算机科学与技术,1,"[0.1798934042453766, 0.8201066255569458]","[0.4298982620239258, 0.5701017379760742]"
K_内部中断_计算机科学与技术,K_引导记录_计算机科学与技术,1,"[0.18627429008483887, 0.8137257099151611]","[0.09132938086986542, 0.9086706042289734]"
K_操作命令_计算机科学与技术,K_交叉编译_计算机科学与技术,1,"[0.009425437077879906, 0.9905745387077332]","[0.002884084125980735, 0.9971158504486084]"
K_系统中断_计算机科学与技术,K_多用户系统_计算机科学与技术,1,"[0.02111257053911686, 0.9788874387741089]","[0.005212291143834591, 0.9947876930236816]"
K_控制总线_计算机科学与技术,K_操作命令_计算机科学与技术,1,"[0.038055893033742905, 0.9619441032409668]","[0.00900613609701395, 0.990993857383728]"
K_文件子系统_计算机科学与技术,K_批处理系统_计算机科学与技术,1,"[0.06364232301712036, 0.9363576173782349]","[0.04405707120895386, 0.9559429287910461]"
K_顺序存储器_计算机科学与技术,K_辅助存储器_计算机科学与技术,1,"[0.13682027161121368, 0.8631796836853027]","[0.05662005394697189, 0.9433798789978027]"
K_存储分配_计算机科学与技术,K_辅助存储器_计算机科学与技术,1,"[0.11892435699701309, 0.8810756206512451]","[0.082938052713871, 0.917061984539032]"
K_二路归并_计算机科学与技术,K_快速排序_计算机科学与技术,1,"[0.8043233752250671, 0.19567663967609406]","[0.8595362305641174, 0.14046379923820496]"
K_方波信号_计算机科学与技术,K_设备驱动程序_计算机科学与技术,1,"[0.014810658991336823, 0.9851893186569214]","[0.0035052893217653036, 0.9964946508407593]"
K_文件分配_计算机科学与技术,K_通用操作系统_计算机科学与技术,1,"[0.04622819647192955, 0.9537718296051025]","[0.01932946965098381, 0.9806705117225647]"
K_编译系统_计算机科学与技术,K_通用操作系统_计算机科学与技术,1,"[0.06539149582386017, 0.9346084594726562]","[0.021877242252230644, 0.9781227707862854]"
K_编解码器_计算机科学与技术,K_访问权_计算机科学与技术,1,"[0.06553364545106888, 0.9344663023948669]","[0.025811053812503815, 0.9741889238357544]"
K_指令译码器_计算机科学与技术,K_特权指令_计算机科学与技术,1,"[0.020408494397997856, 0.9795914888381958]","[0.004765996243804693, 0.9952340126037598]"
K_系统中断_计算机科学与技术,K_死锁避免_计算机科学与技术,1,"[0.1932520568370819, 0.8067479729652405]","[0.10026200115680695, 0.8997379541397095]"
K_非法指令_计算机科学与技术,K_禁止中断_计算机科学与技术,1,"[0.03714851289987564, 0.9628514647483826]","[0.031180400401353836, 0.9688196182250977]"
K_段表_计算机科学与技术,K_段式存储管理_计算机科学与技术,1,"[0.007996474392712116, 0.9920035004615784]","[0.012228108942508698, 0.9877718687057495]"
K_中断控制器_计算机科学与技术,K_恢复机制_计算机科学与技术,1,"[0.04917386919260025, 0.9508261680603027]","[0.017145095393061638, 0.9828548431396484]"
K_程序状态字寄存器_计算机科学与技术,K_开中断_计算机科学与技术,1,"[0.013848603703081608, 0.986151397228241]","[0.008399143815040588, 0.9916008710861206]"
K_记录结构_计算机科学与技术,K_内部程序_计算机科学与技术,1,"[0.03609973564743996, 0.9639003276824951]","[0.026282206177711487, 0.9737178087234497]"
K_非屏蔽双绞线_计算机科学与技术,K_局域网络_计算机科学与技术,1,"[0.262997567653656, 0.7370024919509888]","[0.05268452316522598, 0.9473154544830322]"
K_数字信息_计算机科学与技术,K_分区表_计算机科学与技术,1,"[0.040780581533908844, 0.9592194557189941]","[0.00534879369661212, 0.9946512579917908]"
K_中断控制_计算机科学与技术,K_X86架构_计算机科学与技术,1,"[0.048668935894966125, 0.9513310194015503]","[0.008264007046818733, 0.9917359948158264]"
K_中断控制_计算机科学与技术,K_中断服务程序_计算机科学与技术,1,"[0.014511644840240479, 0.9854882955551147]","[0.000843255256768316, 0.9991567134857178]"
K_程序指令_计算机科学与技术,K_系统中断_计算机科学与技术,1,"[0.011050165630877018, 0.9889498949050903]","[0.001485358690842986, 0.9985146522521973]"
K_设备驱动程序_计算机科学与技术,K_执行系统_计算机科学与技术,1,"[0.03709544986486435, 0.9629045724868774]","[0.043063171207904816, 0.956936776638031]"
K_同步控制_计算机科学与技术,K_代码优化_计算机科学与技术,1,"[0.07825098186731339, 0.9217489957809448]","[0.0888148695230484, 0.9111851453781128]"
K_线程控制块_计算机科学与技术,K_编译系统_计算机科学与技术,1,"[0.019500724971294403, 0.980499267578125]","[0.011285046115517616, 0.9887149333953857]"
K_操作命令_计算机科学与技术,K_接口分析_计算机科学与技术,1,"[0.20688602328300476, 0.7931139469146729]","[0.08563030511140823, 0.9143697023391724]"
K_面向对象编程_计算机科学与技术,K_代码优化_计算机科学与技术,1,"[0.12515586614608765, 0.8748440742492676]","[0.07637997716665268, 0.9236200451850891]"
K_指令流_计算机科学与技术,K_中断系统_计算机科学与技术,1,"[0.004828238859772682, 0.9951717853546143]","[0.0010613632621243596, 0.9989386200904846]"
K_伪码_计算机科学与技术,K_内部中断_计算机科学与技术,1,"[0.10462711751461029, 0.8953728675842285]","[0.06596622616052628, 0.9340338110923767]"
K_高速缓存_计算机科学与技术,K_启动程序_计算机科学与技术,1,"[0.035017192363739014, 0.9649828672409058]","[0.04926714301109314, 0.9507328271865845]"
K_变址寄存器_计算机科学与技术,K_功能块_计算机科学与技术,1,"[0.24978326261043549, 0.7502167224884033]","[0.09683497250080109, 0.9031649827957153]"
K_文件组织_计算机科学与技术,K_视窗操作系统_计算机科学与技术,1,"[0.11506115645170212, 0.8849388360977173]","[0.2866443395614624, 0.7133556604385376]"
K_指令译码器_计算机科学与技术,K_指令功能_计算机科学与技术,1,"[0.023832911625504494, 0.9761670231819153]","[0.004169262945652008, 0.9958308339118958]"
K_路由选择信息协议_计算机科学与技术,K_局域网络_计算机科学与技术,1,"[0.04719316586852074, 0.952806830406189]","[0.11775431036949158, 0.8822457194328308]"
K_变址寄存器_计算机科学与技术,K_段表_计算机科学与技术,1,"[0.024932894855737686, 0.9750670790672302]","[0.003839914919808507, 0.9961601495742798]"
K_内核空间_计算机科学与技术,K_编译技术_计算机科学与技术,1,"[0.021127205342054367, 0.9788728356361389]","[0.007974604144692421, 0.9920253753662109]"
K_命令接口_计算机科学与技术,K_BASIC语言_计算机科学与技术,1,"[0.3113473057746887, 0.6886526346206665]","[0.48449939489364624, 0.5155006051063538]"
K_阻塞接收_计算机科学与技术,K_快速以太网_计算机科学与技术,1,"[0.013260181993246078, 0.9867398142814636]","[0.005292202346026897, 0.9947078227996826]"
K_可预测性_计算机科学与技术,K_冲突检测_计算机科学与技术,1,"[0.020732661709189415, 0.9792673587799072]","[0.00413395743817091, 0.9958661198616028]"
K_发送信号_计算机科学与技术,K_节点对_计算机科学与技术,1,"[0.42906975746154785, 0.5709302425384521]","[0.45380136370658875, 0.5461986064910889]"
K_中断控制_计算机科学与技术,K_进程复制_计算机科学与技术,1,"[0.019675008952617645, 0.9803249835968018]","[0.004931545816361904, 0.9950684309005737]"
K_视窗操作系统_计算机科学与技术,K_应用环境_计算机科学与技术,1,"[0.29544034600257874, 0.7045596837997437]","[0.5337294340133667, 0.4662705659866333]"
K_中断控制_计算机科学与技术,K_即插即用_计算机科学与技术,1,"[0.26431503891944885, 0.7356849908828735]","[0.07230621576309204, 0.927693784236908]"
K_高速总线_计算机科学与技术,K_中断机制_计算机科学与技术,1,"[0.022155772894620895, 0.9778441786766052]","[0.015195934101939201, 0.9848040342330933]"
K_占用空间_计算机科学与技术,K_执行系统_计算机科学与技术,1,"[0.021660814061760902, 0.9783391952514648]","[0.007283128798007965, 0.992716908454895]"
K_执行状态_计算机科学与技术,K_处理器调度_计算机科学与技术,1,"[0.07014772295951843, 0.9298522472381592]","[0.10670773684978485, 0.8932921886444092]"
K_加载程序_计算机科学与技术,K_嵌入式控制器_计算机科学与技术,1,"[0.22468918561935425, 0.7753108739852905]","[0.22895783185958862, 0.7710421681404114]"
K_子程序调用指令_计算机科学与技术,K_特权指令_计算机科学与技术,1,"[0.04182729125022888, 0.9581727385520935]","[0.018786493688821793, 0.9812135100364685]"
K_无序列表_计算机科学与技术,K_中断控制器_计算机科学与技术,1,"[0.20174020528793335, 0.7982598543167114]","[0.13283827900886536, 0.867161750793457]"
K_循环执行_计算机科学与技术,K_面向对象编程_计算机科学与技术,1,"[0.0961892306804657, 0.9038107395172119]","[0.09623172879219055, 0.9037682414054871]"
K_栈溢出_计算机科学与技术,K_中断服务程序_计算机科学与技术,1,"[0.22497743368148804, 0.775022566318512]","[0.041079048067331314, 0.958920955657959]"
K_指令功能_计算机科学与技术,K_中断服务程序_计算机科学与技术,1,"[0.013400932773947716, 0.9865990281105042]","[0.001693472033366561, 0.9983065724372864]"
K_数字信息_计算机科学与技术,K_密码_计算机科学与技术,1,"[0.018788516521453857, 0.9812114834785461]","[0.0033762496896088123, 0.9966237545013428]"
K_变址寄存器_计算机科学与技术,K_进程调度_计算机科学与技术,1,"[0.007883008569478989, 0.9921169877052307]","[0.001394958235323429, 0.9986050128936768]"
K_二进制信号_计算机科学与技术,K_通信子网_计算机科学与技术,1,"[0.015522409230470657, 0.9844775199890137]","[0.03445342928171158, 0.9655465483665466]"
K_指令流_计算机科学与技术,K_拒绝_计算机科学与技术,1,"[0.08222036808729172, 0.9177796840667725]","[0.04317046329379082, 0.9568295478820801]"
K_中断服务程序_计算机科学与技术,K_服务系统_计算机科学与技术,1,"[0.02393333613872528, 0.9760666489601135]","[0.004929637536406517, 0.9950703978538513]"
K_宏指令_计算机科学与技术,K_交叉编译_计算机科学与技术,1,"[0.016820035874843597, 0.9831799268722534]","[0.0031924257054924965, 0.9968075752258301]"
K_索引值_计算机科学与技术,K_操作命令_计算机科学与技术,1,"[0.6445820331573486, 0.355417937040329]","[0.4798029065132141, 0.5201971530914307]"
K_内核空间_计算机科学与技术,K_内核模块_计算机科学与技术,1,"[0.035878151655197144, 0.9641218185424805]","[0.08040560781955719, 0.919594407081604]"
K_控制块_计算机科学与技术,K_内存管理单元_计算机科学与技术,1,"[0.01842566579580307, 0.981574296951294]","[0.025043904781341553, 0.9749561548233032]"
K_应用环境_计算机科学与技术,K_远程系统_计算机科学与技术,1,"[0.061643511056900024, 0.9383564591407776]","[0.05971124395728111, 0.9402887225151062]"
K_进制转换_计算机科学与技术,K_并行编译_计算机科学与技术,1,"[0.0228909719735384, 0.9771090149879456]","[0.007994016632437706, 0.9920059442520142]"
K_引导记录_计算机科学与技术,K_执行系统_计算机科学与技术,1,"[0.07166533172130585, 0.928334653377533]","[0.03731483593583107, 0.962685227394104]"
K_中断控制器_计算机科学与技术,K_分时系统_计算机科学与技术,1,"[0.019242065027356148, 0.9807579517364502]","[0.003065515775233507, 0.9969344735145569]"
K_中断控制器_计算机科学与技术,K_内核服务_计算机科学与技术,1,"[0.028194550424814224, 0.9718054533004761]","[0.008973611518740654, 0.9910264015197754]"
K_并行编译_计算机科学与技术,K_进程复制_计算机科学与技术,1,"[0.07653637230396271, 0.9234635829925537]","[0.10435984283685684, 0.8956401348114014]"
K_禁止中断_计算机科学与技术,K_中断控制器_计算机科学与技术,1,"[0.023689167574048042, 0.9763107895851135]","[0.02418651431798935, 0.9758135080337524]"
K_段表_计算机科学与技术,K_中断控制器_计算机科学与技术,1,"[0.008775166235864162, 0.9912247657775879]","[0.004810672253370285, 0.9951893091201782]"
K_动态管理_计算机科学与技术,K_虚拟机管理器_计算机科学与技术,1,"[0.048686638474464417, 0.9513133764266968]","[0.022529026493430138, 0.9774709939956665]"
K_中断服务程序_计算机科学与技术,K_X86架构_计算机科学与技术,1,"[0.10560527443885803, 0.8943946361541748]","[0.0615076944231987, 0.9384923577308655]"
K_通用操作系统_计算机科学与技术,K_网络文件系统_计算机科学与技术,1,"[0.09286616742610931, 0.9071338176727295]","[0.06800791621208191, 0.9319921135902405]"
K_连接请求_计算机科学与技术,K_网络文件系统_计算机科学与技术,1,"[0.007039452902972698, 0.9929605722427368]","[0.0027860195841640234, 0.9972139596939087]"
K_操作命令_计算机科学与技术,K_进程复制_计算机科学与技术,1,"[0.008459948003292084, 0.9915400743484497]","[0.0032864552922546864, 0.9967135190963745]"
K_管理子系统_计算机科学与技术,K_编译系统_计算机科学与技术,1,"[0.046610794961452484, 0.9533891677856445]","[0.027354996651411057, 0.9726449847221375]"
K_存储分配_计算机科学与技术,K_动态管理_计算机科学与技术,1,"[0.025045854970812798, 0.9749541282653809]","[0.02240781858563423, 0.9775921702384949]"
K_可预测性_计算机科学与技术,K_死锁预防_计算机科学与技术,1,"[0.03970515355467796, 0.9602948427200317]","[0.005235557444393635, 0.9947644472122192]"
K_内存管理单元_计算机科学与技术,K_X86架构_计算机科学与技术,1,"[0.1352783739566803, 0.8647216558456421]","[0.03783397004008293, 0.9621660113334656]"
K_动态路由选择_计算机科学与技术,K_互联网协议_计算机科学与技术,1,"[0.14261725544929504, 0.8573826551437378]","[0.06250792741775513, 0.9374920725822449]"
K_系统配置_计算机科学与技术,K_进程切换_计算机科学与技术,1,"[0.021379079669713974, 0.9786208868026733]","[0.014758305624127388, 0.9852416515350342]"
K_互连网络_计算机科学与技术,K_快速以太网_计算机科学与技术,1,"[0.056123651564121246, 0.9438763856887817]","[0.021550480276346207, 0.9784495234489441]"
K_准入控制_计算机科学与技术,K_互联网协议_计算机科学与技术,1,"[0.03555747866630554, 0.9644426107406616]","[0.008782674558460712, 0.991217315196991]"
K_文件分配_计算机科学与技术,K_静态分配_计算机科学与技术,1,"[0.09690983593463898, 0.9030901789665222]","[0.17966288328170776, 0.8203370571136475]"
K_中断信号_计算机科学与技术,K_中断控制_计算机科学与技术,1,"[0.0060586766339838505, 0.9939413070678711]","[0.0013515943428501487, 0.9986484050750732]"
K_段表_计算机科学与技术,K_测试驱动程序_计算机科学与技术,1,"[0.010780982673168182, 0.9892189502716064]","[0.01084674708545208, 0.9891532063484192]"
K_可预测性_计算机科学与技术,K_内核服务_计算机科学与技术,1,"[0.008758791722357273, 0.9912412166595459]","[0.0007451006677001715, 0.9992548823356628]"
K_储存空间_计算机科学与技术,K_存储分配_计算机科学与技术,1,"[0.013891849666833878, 0.9861081838607788]","[0.002713662339374423, 0.997286319732666]"
K_储存空间_计算机科学与技术,K_逻辑地址空间_计算机科学与技术,1,"[0.08157071471214294, 0.9184292554855347]","[0.026337042450904846, 0.9736630320549011]"
K_主引导记录_计算机科学与技术,K_中断系统_计算机科学与技术,1,"[0.057687751948833466, 0.9423122406005859]","[0.024257294833660126, 0.975742757320404]"
K_分区表_计算机科学与技术,K_文件分配_计算机科学与技术,1,"[0.016471993178129196, 0.9835280179977417]","[0.006757367867976427, 0.993242621421814]"
K_配置文件_计算机科学与技术,K_批处理系统_计算机科学与技术,1,"[0.026389220729470253, 0.9736107587814331]","[0.011511912569403648, 0.9884880781173706]"
K_内核服务_计算机科学与技术,K_进程复制_计算机科学与技术,1,"[0.034504443407058716, 0.9654955863952637]","[0.019402578473091125, 0.9805974364280701]"
K_发送信号_计算机科学与技术,K_路由选择信息协议_计算机科学与技术,1,"[0.03408069163560867, 0.9659193158149719]","[0.009128604084253311, 0.9908714294433594]"
K_子任务_计算机科学与技术,K_中断控制器_计算机科学与技术,1,"[0.7387417554855347, 0.26125821471214294]","[0.7697896957397461, 0.23021025955677032]"
K_路由协议_计算机科学与技术,K_互联网电视_计算机科学与技术,1,"[0.04647345095872879, 0.953526496887207]","[0.05720683932304382, 0.9427931904792786]"
K_二进制信号_计算机科学与技术,K_编译技术_计算机科学与技术,1,"[0.01020435243844986, 0.9897956848144531]","[0.00609029782935977, 0.9939097166061401]"
K_接口标准_计算机科学与技术,K_嵌入式操作系统_计算机科学与技术,1,"[0.04729558527469635, 0.9527044296264648]","[0.08190778642892838, 0.9180921912193298]"
K_图的遍历_计算机科学与技术,K_深度优先搜索_计算机科学与技术,1,"[0.6714687347412109, 0.32853126525878906]","[0.9489845037460327, 0.05101551488041878]"
K_优先级控制_计算机科学与技术,K_并发进程_计算机科学与技术,1,"[0.03681471571326256, 0.9631853103637695]","[0.012904391624033451, 0.9870955944061279]"
K_机器周期_计算机科学与技术,K_中断机制_计算机科学与技术,1,"[0.04608341306447983, 0.9539165496826172]","[0.021927643567323685, 0.9780723452568054]"
K_访问冲突_计算机科学与技术,K_多进程_计算机科学与技术,1,"[0.054174184799194336, 0.9458258152008057]","[0.052991192787885666, 0.9470088481903076]"
K_面向对象编程_计算机科学与技术,K_编辑程序_计算机科学与技术,1,"[0.07110109180212021, 0.9288989305496216]","[0.04378572106361389, 0.9562142491340637]"
K_发送信号_计算机科学与技术,K_拒绝_计算机科学与技术,1,"[0.03888321667909622, 0.9611167907714844]","[0.007447655312716961, 0.9925523996353149]"
K_存储分配_计算机科学与技术,K_高速缓存_计算机科学与技术,1,"[0.044205568730831146, 0.9557944536209106]","[0.03383811563253403, 0.966161847114563]"
K_高速总线_计算机科学与技术,K_外部中断_计算机科学与技术,1,"[0.023759163916110992, 0.9762408137321472]","[0.01849551498889923, 0.9815044403076172]"
K_执行开销_计算机科学与技术,K_代码优化_计算机科学与技术,1,"[0.10288253426551819, 0.8971174955368042]","[0.11256913840770721, 0.8874308466911316]"
K_指令功能_计算机科学与技术,K_指令缓存_计算机科学与技术,1,"[0.02507365122437477, 0.9749262928962708]","[0.008916128426790237, 0.9910839200019836]"
K_二进制信号_计算机科学与技术,K_指令译码器_计算机科学与技术,1,"[0.02023533172905445, 0.9797645807266235]","[0.01670173741877079, 0.9832983016967773]"
K_高速缓存_计算机科学与技术,K_动态分配内存_计算机科学与技术,1,"[0.04641975462436676, 0.9535802602767944]","[0.05320317670702934, 0.9467968344688416]"
K_逻辑地址空间_计算机科学与技术,K_主存储器_计算机科学与技术,1,"[0.08123917877674103, 0.9187607765197754]","[0.36646220088005066, 0.633537769317627]"
K_命令接口_计算机科学与技术,K_命令行接口_计算机科学与技术,1,"[0.012411588802933693, 0.9875884056091309]","[0.0031222461257129908, 0.9968777298927307]"
K_二进制信号_计算机科学与技术,K_点到点连接_计算机科学与技术,1,"[0.029983563348650932, 0.9700164198875427]","[0.06493774801492691, 0.9350622892379761]"
K_多核处理器_计算机科学与技术,K_并行编译_计算机科学与技术,1,"[0.19175106287002563, 0.8082489967346191]","[0.10103574395179749, 0.8989641666412354]"
K_线程管理_计算机科学与技术,K_网络爬虫_计算机科学与技术,1,"[0.2169061154127121, 0.7830938696861267]","[0.15951205790042877, 0.8404879570007324]"
K_中断系统_计算机科学与技术,K_分布式操作系统_计算机科学与技术,1,"[0.06839610636234283, 0.9316039085388184]","[0.01405983604490757, 0.9859402179718018]"
K_控制总线_计算机科学与技术,K_中断信号_计算机科学与技术,1,"[0.055385444313287735, 0.944614589214325]","[0.009485958144068718, 0.9905140399932861]"
K_子程序调用指令_计算机科学与技术,K_并发进程_计算机科学与技术,1,"[0.03708641976118088, 0.9629136323928833]","[0.02409801445901394, 0.9759019613265991]"
K_数字信息_计算机科学与技术,K_通信子网_计算机科学与技术,1,"[0.009437995962798595, 0.9905620217323303]","[0.00241876021027565, 0.9975812435150146]"
K_操作命令_计算机科学与技术,K_动态分配内存_计算机科学与技术,1,"[0.014250027015805244, 0.9857499599456787]","[0.00420764833688736, 0.9957923889160156]"
K_指令流_计算机科学与技术,K_命令行接口_计算机科学与技术,1,"[0.013362986966967583, 0.9866370558738708]","[0.0031036725267767906, 0.9968962669372559]"
K_内存管理单元_计算机科学与技术,K_线程控制块_计算机科学与技术,1,"[0.0472722202539444, 0.9527277946472168]","[0.02282818779349327, 0.9771718382835388]"
K_程序指令_计算机科学与技术,K_执行状态_计算机科学与技术,1,"[0.027712294831871986, 0.972287654876709]","[0.005751864053308964, 0.9942481517791748]"
K_逻辑地址空间_计算机科学与技术,K_线程控制块_计算机科学与技术,1,"[0.01102500967681408, 0.9889750480651855]","[0.03284749016165733, 0.9671525359153748]"
K_数字信息_计算机科学与技术,K_多媒体通信_计算机科学与技术,1,"[0.02004248835146427, 0.9799574613571167]","[0.0017311093397438526, 0.9982688426971436]"
K_内核服务_计算机科学与技术,K_多进程_计算机科学与技术,1,"[0.03311828523874283, 0.9668817520141602]","[0.04392002522945404, 0.9560799598693848]"
K_控制总线_计算机科学与技术,K_执行系统_计算机科学与技术,1,"[0.01017118152230978, 0.9898288249969482]","[0.0037126296665519476, 0.9962873458862305]"
K_操作命令_计算机科学与技术,K_远程系统_计算机科学与技术,1,"[0.004515203181654215, 0.9954848289489746]","[0.0008664897177368402, 0.9991334676742554]"
K_内核服务_计算机科学与技术,K_内部程序_计算机科学与技术,1,"[0.03770719841122627, 0.9622927904129028]","[0.029614105820655823, 0.9703859686851501]"
K_连接请求_计算机科学与技术,K_面向连接的协议_计算机科学与技术,1,"[0.0481315553188324, 0.9518684148788452]","[0.05992162227630615, 0.9400783777236938]"
K_操作命令_计算机科学与技术,K_段表_计算机科学与技术,1,"[0.024149253964424133, 0.9758508205413818]","[0.00955896731466055, 0.9904409646987915]"
K_指令指针寄存器_计算机科学与技术,K_中断机制_计算机科学与技术,1,"[0.00787481851875782, 0.9921252131462097]","[0.006851778831332922, 0.9931482076644897]"
K_进制转换_计算机科学与技术,K_二进制编码_计算机科学与技术,1,"[0.214149609208107, 0.7858503460884094]","[0.1909845471382141, 0.8090154528617859]"
K_管理子系统_计算机科学与技术,K_通用操作系统_计算机科学与技术,1,"[0.06112805753946304, 0.9388719797134399]","[0.039490267634391785, 0.960509717464447]"
K_数字信息_计算机科学与技术,K_接口标准_计算机科学与技术,1,"[0.01764100044965744, 0.982358992099762]","[0.002354890573769808, 0.9976451396942139]"
K_程序指令_计算机科学与技术,K_操作命令_计算机科学与技术,1,"[0.020855534821748734, 0.9791444540023804]","[0.0033503645099699497, 0.9966496229171753]"
K_大容量存储器_计算机科学与技术,K_视窗操作系统_计算机科学与技术,1,"[0.01084258034825325, 0.9891574382781982]","[0.0028658988885581493, 0.9971340894699097]"
K_处理单元_计算机科学与技术,K_程序状态字寄存器_计算机科学与技术,1,"[0.17209264636039734, 0.827907383441925]","[0.16006332635879517, 0.8399366736412048]"
K_路由协议_计算机科学与技术,K_点到点连接_计算机科学与技术,1,"[0.13326187431812286, 0.8667381405830383]","[0.3285399079322815, 0.6714601516723633]"
K_系统调用表_计算机科学与技术,K_嵌入式操作系统_计算机科学与技术,1,"[0.048871561884880066, 0.9511284828186035]","[0.05387015640735626, 0.9461298584938049]"
K_指令指针寄存器_计算机科学与技术,K_指令流_计算机科学与技术,1,"[0.015429692342877388, 0.9845702648162842]","[0.0067646317183971405, 0.9932353496551514]"
K_控制块_计算机科学与技术,K_中断控制_计算机科学与技术,1,"[0.014362068846821785, 0.9856380224227905]","[0.007569828536361456, 0.9924302101135254]"
K_载波侦听_计算机科学与技术,K_互联网协议_计算机科学与技术,1,"[0.042273908853530884, 0.9577261209487915]","[0.004287951625883579, 0.9957120418548584]"
K_进程调度_计算机科学与技术,K_内核服务_计算机科学与技术,1,"[0.08485535532236099, 0.915144681930542]","[0.05246393010020256, 0.947536051273346]"
K_引导记录_计算机科学与技术,K_设备驱动程序_计算机科学与技术,1,"[0.18366605043411255, 0.8163339495658875]","[0.1183268278837204, 0.8816730976104736]"
K_非法指令_计算机科学与技术,K_虚拟机管理器_计算机科学与技术,1,"[0.034754976630210876, 0.9652450084686279]","[0.004499311093240976, 0.9955006837844849]"
K_逻辑地址空间_计算机科学与技术,K_多核处理器_计算机科学与技术,1,"[0.023160148411989212, 0.9768398404121399]","[0.031374093145132065, 0.9686259031295776]"
K_顺序存储器_计算机科学与技术,K_文件维护_计算机科学与技术,1,"[0.10257162153720856, 0.8974283933639526]","[0.038605425506830215, 0.9613945484161377]"
K_虚拟地址空间_计算机科学与技术,K_存储分配_计算机科学与技术,1,"[0.024417022243142128, 0.975583016872406]","[0.019643593579530716, 0.9803563952445984]"
K_特权指令_计算机科学与技术,K_分布式操作系统_计算机科学与技术,1,"[0.01717095822095871, 0.9828290939331055]","[0.004503003321588039, 0.9954970479011536]"
K_中断机制_计算机科学与技术,K_优先级控制_计算机科学与技术,1,"[0.021608974784612656, 0.9783910512924194]","[0.012633176520466805, 0.987366795539856]"
K_虚拟地址空间_计算机科学与技术,K_随机存储器_计算机科学与技术,1,"[0.08362163603305817, 0.916378378868103]","[0.06440290063619614, 0.9355970621109009]"
K_逻辑地址空间_计算机科学与技术,K_进程调度_计算机科学与技术,1,"[0.012955868616700172, 0.987044095993042]","[0.030205372720956802, 0.9697946310043335]"
K_程序状态字_计算机科学与技术,K_特权指令_计算机科学与技术,1,"[0.056769851595163345, 0.943230152130127]","[0.03443913161754608, 0.9655609130859375]"
K_面向连接的协议_计算机科学与技术,K_路由协议_计算机科学与技术,1,"[0.427692174911499, 0.572307825088501]","[0.3085824251174927, 0.6914175748825073]"
K_启动程序_计算机科学与技术,K_程序转换_计算机科学与技术,1,"[0.12484186142683029, 0.8751581907272339]","[0.14965899288654327, 0.8503410220146179]"
K_中断信号_计算机科学与技术,K_内核模块_计算机科学与技术,1,"[0.016419105231761932, 0.9835808277130127]","[0.02621641382575035, 0.973783552646637]"
K_访问周期_计算机科学与技术,K_调用程序_计算机科学与技术,1,"[0.07275380939245224, 0.9272462129592896]","[0.056604329496622086, 0.9433956742286682]"
K_系统中断_计算机科学与技术,K_并发性_计算机科学与技术,1,"[0.07943941652774811, 0.9205605387687683]","[0.04077254980802536, 0.959227442741394]"
K_路由算法_计算机科学与技术,K_广播网络_计算机科学与技术,1,"[0.44971761107444763, 0.55028235912323]","[0.6759673953056335, 0.32403260469436646]"
K_硬件故障_计算机科学与技术,K_中断信号_计算机科学与技术,1,"[0.03831346333026886, 0.9616865515708923]","[0.008830040693283081, 0.9911699891090393]"
K_储存空间_计算机科学与技术,K_内核服务_计算机科学与技术,1,"[0.009529504925012589, 0.9904705286026001]","[0.0012617635075002909, 0.9987382292747498]"
K_二进制编码_计算机科学与技术,K_指令指针寄存器_计算机科学与技术,1,"[0.05192451551556587, 0.948075532913208]","[0.009048002772033215, 0.9909518957138062]"
K_设备驱动程序_计算机科学与技术,K_虚拟盘_计算机科学与技术,1,"[0.10194007307291031, 0.8980599045753479]","[0.22860053181648254, 0.7713994979858398]"
K_内部中断_计算机科学与技术,K_进程创建_计算机科学与技术,1,"[0.014298820868134499, 0.9857012033462524]","[0.004954316653311253, 0.9950456619262695]"
K_顺序存储器_计算机科学与技术,K_内存管理单元_计算机科学与技术,1,"[0.03286079317331314, 0.9671392440795898]","[0.007154625840485096, 0.992845356464386]"
K_并发进程_计算机科学与技术,K_死锁检测_计算机科学与技术,1,"[0.0789940133690834, 0.9210060238838196]","[0.05970076471567154, 0.9402992129325867]"
K_虚拟地址空间_计算机科学与技术,K_段表_计算机科学与技术,1,"[0.04425463080406189, 0.9557453393936157]","[0.03194686025381088, 0.9680531024932861]"
K_局域网络_计算机科学与技术,K_广播网络_计算机科学与技术,1,"[0.03245086222887039, 0.967549204826355]","[0.03965815156698227, 0.9603418111801147]"
